gml_id,tur,ad,geojson
bursa_park.481,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.933277446,40.24681519],[28.933294863,40.246790451],[28.932854963,40.246608576],[28.932415768,40.246426887],[28.932398231,40.246451796],[28.932391333,40.246476451],[28.932402819,40.246500079],[28.932422267,40.246512893],[28.932915442,40.246714631],[28.93319746,40.246833273],[28.933229587,40.24683873],[28.933260501,40.246830108],[28.933277446,40.24681519]]]]}"
bursa_park.553,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.960084937,40.208788641],[28.960103217,40.208810634],[28.960430896,40.208868726],[28.960427174,40.208365896],[28.960069538,40.208312992],[28.960084937,40.208788641]]]]}"
bursa_park.482,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.933277446,40.24681519],[28.933294863,40.246790451],[28.932854963,40.246608576],[28.932415768,40.246426887],[28.932398231,40.246451796],[28.932391333,40.246476451],[28.932402819,40.246500079],[28.932422267,40.246512893],[28.932915442,40.246714631],[28.93319746,40.246833273],[28.933229587,40.24683873],[28.933260501,40.246830108],[28.933277446,40.24681519]]]]}"
bursa_park.483,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.934432331,40.247262308],[28.933893468,40.247039506],[28.933501378,40.24687749],[28.933483065,40.246902437],[28.933476167,40.246927093],[28.933487654,40.246950721],[28.933506495,40.246963286],[28.934332766,40.247306561],[28.934364931,40.247311883],[28.934395788,40.247303125],[28.934412485,40.247288321],[28.934432331,40.247262308]]]]}"
bursa_park.484,PARK,İNESI PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.909877587,40.24022536],[28.909881805,40.240178744],[28.909249195,40.239619841],[28.909206984,40.239616519],[28.908931087,40.239779227],[28.908835496,40.239835601],[28.908786367,40.239930987],[28.908686475,40.240124943],[28.908545504,40.240320669],[28.908301786,40.240516015],[28.908127994,40.240661826],[28.908350758,40.240626438],[28.908773729,40.240550137],[28.9091363,40.24046353],[28.909670434,40.240344687],[28.909687014,40.240340827],[28.909703464,40.240336658],[28.909719775,40.240332179],[28.909735938,40.240327395],[28.909751943,40.240322308],[28.909767779,40.240316921],[28.909783439,40.240311238],[28.909798911,40.240305261],[28.909814543,40.240299036],[28.90982739,40.240293093],[28.909839144,40.240285944],[28.909849612,40.240277705],[28.909858626,40.240268511],[28.909866037,40.240258511],[28.909871724,40.24024787],[28.909875595,40.240236759],[28.909877587,40.24022536]]]]}"
bursa_park.485,PARK,PAPATYA PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.981510029,40.221860655],[28.981426959,40.221873369],[28.981492948,40.222175989],[28.98158637,40.222160052],[28.981510029,40.221860655]]]]}"
bursa_park.486,PARK,ORTANCA ÇOCUK OYUN VE DINLENME PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.980638621,40.225079322],[28.980692463,40.225075474],[28.980740391,40.225001322],[28.980667938,40.224625215],[28.980657975,40.224573498],[28.980600935,40.224543473],[28.980567043,40.224549303],[28.980267611,40.224600804],[28.980283048,40.224695762],[28.980187282,40.224705935],[28.980170316,40.224613637],[28.980118282,40.224623245],[28.980079866,40.224629652],[28.980039841,40.224678561],[28.980049419,40.224709081],[28.980078515,40.224801795],[28.980173863,40.225032092],[28.980324023,40.225117165],[28.980638621,40.225079322]]]]}"
bursa_park.487,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.98062077,40.224421993],[28.980570961,40.22416489],[28.980461812,40.224103638],[28.979922705,40.22417033],[28.97989097,40.224201805],[28.979913711,40.224385106],[28.97992118,40.224419752],[28.979943592,40.224523713],[28.979996725,40.224551362],[28.980237718,40.224513659],[28.980593495,40.224452467],[28.98062077,40.224421993]]]]}"
bursa_park.488,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.98074421,40.224618976],[28.98078082,40.224747554],[28.981247126,40.224645515],[28.981201264,40.224522761],[28.98074421,40.224618976]]]]}"
bursa_park.489,PARK,ŞEHIT JANDARMA KOM. ER OLCAY KAYGILI SAĞLIKLI YAŞA,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.959256346,40.218789621],[28.959266246,40.218776761],[28.9592712,40.218762352],[28.959266076,40.218741819],[28.95889397,40.217958446],[28.958845194,40.21784653],[28.957196174,40.21795223],[28.957213638,40.218149406],[28.957237436,40.218229985],[28.957250631,40.218269628],[28.957263723,40.218301427],[28.957280699,40.21832738],[28.957802445,40.21917299],[28.957819919,40.219191023],[28.957841506,40.219202843],[28.957865925,40.219207638],[28.957896839,40.219201828],[28.95812963,40.219132314],[28.957785981,40.21857775],[28.958786398,40.218327058],[28.959037123,40.2188608],[28.959234364,40.218801302],[28.959256346,40.218789621]]]]}"
bursa_park.490,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.954962941,40.218088014],[28.954977688,40.218228415],[28.957053518,40.218097047],[28.957042638,40.217958537],[28.954962941,40.218088014]]]]}"
bursa_park.491,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.965346641,40.21761822],[28.965342773,40.217687167],[28.96646565,40.217711428],[28.96656654,40.217619754],[28.966564622,40.217583625],[28.966300574,40.217404312],[28.965139774,40.21756432],[28.965157256,40.21768929],[28.965213642,40.217689254],[28.96520693,40.217605354],[28.965346641,40.21761822]]]]}"
bursa_park.492,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.964624475,40.217574813],[28.964585241,40.217597174],[28.965042581,40.217942558],[28.965029096,40.217563474],[28.964624475,40.217574813]]]]}"
bursa_park.494,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.980222123,40.216548147],[28.980244741,40.216509353],[28.979830877,40.216184422],[28.97981727,40.216173738],[28.97924844,40.216446601],[28.979152052,40.21632562],[28.978583963,40.216598843],[28.978461997,40.216657503],[28.978491954,40.216763769],[28.978693999,40.216740265],[28.979692833,40.216631375],[28.980222123,40.216548147]]]]}"
bursa_park.495,PARK,23 NİSAN ÇOCUK PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.014373858,40.260851506],[29.014373853,40.260851507],[29.01437747,40.260873402],[29.01442435,40.261157225],[29.01442878,40.261184045],[29.015199235,40.260793074],[29.01517666,40.260770232],[29.015176657,40.260770233],[29.015136094,40.260729185],[29.015136092,40.260729184],[29.015107723,40.260728943],[29.015074482,40.26072866],[29.015099269,40.260748079],[29.015124535,40.260748293],[29.015124254,40.260767653],[29.01512403,40.260783113],[29.015123882,40.260793314],[29.015090895,40.260793034],[29.015071816,40.260792872],[29.015065216,40.260786193],[29.015061647,40.260782582],[29.015036349,40.260756984],[29.015036337,40.260756972],[29.015007797,40.260728092],[29.015007131,40.260727418],[29.015001293,40.260721511],[29.014494289,40.260789616],[29.014459191,40.26079433],[29.014466582,40.260839049],[29.014373858,40.260851506]]]]}"
bursa_park.496,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.01639018,40.264712498],[29.016406197,40.264724199],[29.016725708,40.26495762],[29.016866708,40.264731326],[29.016897301,40.264682219],[29.016903041,40.264673002],[29.017020199,40.264485003],[29.016897397,40.264499349],[29.016342935,40.264564123],[29.01620857,40.26457982],[29.01639018,40.264712498]]]]}"
bursa_park.497,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.06071164,40.198169813],[29.060830365,40.198240528],[29.060837408,40.198240646],[29.060839197,40.198234921],[29.060825532,40.198208192],[29.06081991,40.198183104],[29.06082115,40.198156395],[29.060822963,40.198147999],[29.060830572,40.198125632],[29.060829013,40.198122837],[29.060821707,40.198122438],[29.060713202,40.198153494],[29.060706908,40.198157326],[29.060706509,40.198165226],[29.06071164,40.198169813]]]]}"
bursa_park.498,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.060135258,40.198118568],[29.060120299,40.198184145],[29.06011498,40.19820746],[29.060136507,40.198254923],[29.060155072,40.198274735],[29.060185005,40.198293453],[29.060214181,40.1983046],[29.060254551,40.198309702],[29.060273257,40.198309437],[29.060777818,40.198270879],[29.060779185,40.198262579],[29.060667867,40.198196344],[29.060637582,40.198181055],[29.060597152,40.19816711],[29.060542604,40.198158825],[29.060505409,40.198159149],[29.060468212,40.198159472],[29.060420258,40.1981547],[29.060135258,40.198118568]]]]}"
bursa_park.499,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.060012694,40.198202687],[29.05998375,40.198335903],[29.059974497,40.198361128],[29.059947389,40.198393249],[29.05992483,40.198408653],[29.059897654,40.198419666],[29.059963561,40.198417539],[29.059988502,40.198416937],[29.060141113,40.198407352],[29.060276559,40.198398845],[29.060548482,40.198376984],[29.060923352,40.19833424],[29.061242584,40.198287823],[29.061248294,40.198283397],[29.061245595,40.198279144],[29.061241022,40.198278566],[29.061001075,40.198299809],[29.060883253,40.198305652],[29.060835272,40.198306181],[29.060785543,40.198308353],[29.060747207,40.198311275],[29.06070258,40.19831738],[29.060673972,40.198324222],[29.060649312,40.198332314],[29.060592193,40.198351058],[29.060542676,40.198362217],[29.060453424,40.198374424],[29.060411278,40.198377639],[29.060411617,40.198380325],[29.060287044,40.198389561],[29.060251067,40.198390858],[29.060216611,40.198388325],[29.06017221,40.198378811],[29.060109318,40.198352834],[29.060059068,40.198313849],[29.06004441,40.198294681],[29.060027574,40.198267413],[29.060019054,40.198243407],[29.060015793,40.198231786],[29.060012694,40.198202687]]]]}"
bursa_park.500,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.059924606,40.19816432],[29.059938376,40.198100962],[29.059908115,40.198107951],[29.05987524,40.198123371],[29.059848862,40.198146625],[29.059832414,40.198171926],[29.059793028,40.198345539],[29.059786784,40.198365669],[29.059774197,40.198389273],[29.059774784,40.198393537],[29.059779866,40.198395476],[29.059790575,40.198395446],[29.059823466,40.198394137],[29.059833191,40.198393256],[29.059849727,40.19838869],[29.059868299,40.198378376],[29.059878931,40.198365102],[29.059885178,40.19834572],[29.059884808,40.198338765],[29.059834204,40.198335905],[29.059871399,40.198162637],[29.059924606,40.19816432]]]]}"
bursa_park.541,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.016648756,40.260638148],[29.016618802,40.260607751],[29.016355653,40.260756398],[29.016470707,40.260865088],[29.016550251,40.260818786],[29.016588672,40.260796421],[29.016725967,40.2607165],[29.016673244,40.260662997],[29.016648756,40.260638148]]]]}"
bursa_park.501,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.060938404,40.198094865],[29.060916812,40.19810634],[29.060895971,40.198126043],[29.060881854,40.198152932],[29.060878291,40.198183224],[29.060890559,40.198214302],[29.060909004,40.198234217],[29.060933168,40.198249805],[29.060964241,40.198261552],[29.060998241,40.198263581],[29.061073502,40.198256788],[29.061136595,40.198251094],[29.061228526,40.198242796],[29.061351837,40.198232493],[29.061514815,40.198209583],[29.061692096,40.198174878],[29.061772761,40.198154895],[29.061813095,40.1981413],[29.061895868,40.198100716],[29.061970574,40.198048124],[29.062077405,40.197902886],[29.062108232,40.197850074],[29.062035044,40.197779013],[29.061676626,40.197881906],[29.061205837,40.198017056],[29.060938404,40.198094865]]]]}"
bursa_park.502,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.041644338,40.201545432],[29.041641177,40.201543536],[29.041637641,40.20154208],[29.041633833,40.201541108],[29.041629865,40.201540646],[29.041625853,40.20154071],[29.041621913,40.201541296],[29.041618161,40.201542388],[29.041614706,40.201543953],[29.041611649,40.201545948],[29.04160908,40.201548312],[29.041607073,40.201550977],[29.041605686,40.201553865],[29.041604961,40.201556892],[29.04160492,40.201559969],[29.041605561,40.201563006],[29.041606868,40.201565916],[29.041608802,40.201568613],[29.041614085,40.201570334],[29.041618933,40.20157269],[29.041623217,40.201575619],[29.041626984,40.201575277],[29.041630773,40.201575405],[29.041634486,40.201575998],[29.041637898,40.201575067],[29.041641082,40.201573745],[29.041643963,40.201572063],[29.041641335,40.201569848],[29.041639223,40.20156733],[29.041637683,40.201564579],[29.04163676,40.20156167],[29.041636477,40.201558684],[29.041636844,40.201555703],[29.041637849,40.20155281],[29.041639466,40.201550085],[29.041641649,40.201547602],[29.041644338,40.201545432]]]]}"
bursa_park.503,PARK,NILÜFER ÇAYI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.019234485,40.22219384],[29.019411303,40.2223241],[29.019593511,40.222328383],[29.019744309,40.222280347],[29.019968708,40.222084995],[29.020074155,40.221959865],[29.020101222,40.221817634],[29.020038557,40.221702039],[29.019797812,40.221543841],[29.019603088,40.22141617],[29.019391052,40.221249996],[29.019056395,40.220912925],[29.01864066,40.220498458],[29.018179227,40.220031547],[29.01779507,40.219658438],[29.017334079,40.219903831],[29.016966586,40.220108922],[29.016840014,40.220211953],[29.016766289,40.220367485],[29.016816563,40.22059804],[29.016943265,40.220733358],[29.017542938,40.22103159],[29.01783746,40.221162168],[29.018178554,40.221346904],[29.018464979,40.221558915],[29.018995266,40.22200723],[29.019234485,40.22219384]]]]}"
bursa_park.504,PARK,11 EYLÜL PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.061545689,40.199221772],[29.061533104,40.199310954],[29.061581491,40.19929879],[29.061929472,40.199269304],[29.061926655,40.199091596],[29.062058687,40.199064398],[29.062284666,40.199098535],[29.062678814,40.199158263],[29.062586422,40.198983869],[29.062367433,40.198824602],[29.061920186,40.198796748],[29.061556299,40.198834182],[29.061545689,40.199221772]]]]}"
bursa_park.505,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.657515975,40.262137398],[29.657501547,40.262137188],[29.657484009,40.262295409],[29.657490194,40.262313608],[29.657513148,40.262326509],[29.657539634,40.262330331],[29.657574537,40.262324552],[29.65758923,40.262315639],[29.657634016,40.262148274],[29.657515975,40.262137398]]]]}"
bursa_park.506,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.650266189,40.262552672],[29.650355303,40.261947031],[29.650049107,40.261958907],[29.650239341,40.262539232],[29.650266189,40.262552672]]]]}"
bursa_park.507,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.65108416,40.270106768],[29.651072097,40.270181993],[29.651027677,40.270459796],[29.651539937,40.270507611],[29.651525525,40.270486225],[29.651462643,40.270392906],[29.651451427,40.270113865],[29.65108416,40.270106768]]]]}"
bursa_park.508,PARK,BABA SULTAN PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.646796987,40.267993459],[29.647235129,40.267229419],[29.647278758,40.267153396],[29.647313107,40.266990946],[29.647240054,40.26695137],[29.646373976,40.267000066],[29.646023356,40.267033467],[29.645801478,40.267063798],[29.645547291,40.267146368],[29.644894846,40.267555877],[29.644881962,40.267592646],[29.645424629,40.268697345],[29.645765398,40.268514252],[29.646011676,40.26841096],[29.646308905,40.268286296],[29.646309287,40.268286136],[29.646309666,40.268285975],[29.646592069,40.268165789],[29.646644114,40.268140118],[29.646691377,40.268109496],[29.646733062,40.268074441],[29.646768464,40.268035543],[29.646796987,40.267993459]]]]}"
bursa_park.669,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.113198464,40.173293219],[29.113141087,40.173393823],[29.112885255,40.173315893],[29.112823695,40.173438734],[29.113567813,40.173659575],[29.113682969,40.173433768],[29.113198464,40.173293219]]]]}"
bursa_park.509,PARK,SELIMZADE DINLENME PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.079236918,40.185670592],[29.079147523,40.185673052],[29.079141382,40.185673222],[29.078861222,40.185684654],[29.078912763,40.185928591],[29.078936805,40.186042368],[29.078987349,40.186040799],[29.079106677,40.186037094],[29.079095513,40.185753416],[29.079230278,40.185754488],[29.079232952,40.185712106],[29.079236918,40.185670592]]]]}"
bursa_park.510,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.635008743,40.268686977],[29.635109725,40.269296302],[29.635152752,40.26927855],[29.63556237,40.269122637],[29.635622218,40.269019226],[29.635008743,40.268686977]]]]}"
bursa_park.511,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.096236582,40.191621628],[29.096228933,40.191580824],[29.096002605,40.191612373],[29.096007414,40.191667893],[29.096071256,40.191664894],[29.096189071,40.191659361],[29.096235912,40.191656322],[29.096241774,40.19165594],[29.096238813,40.191621256],[29.096236582,40.191621628]]]]}"
bursa_park.512,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.447230951,40.51715641],[29.447402315,40.517250953],[29.447435658,40.517241869],[29.44745272,40.517135699],[29.447446668,40.517124297],[29.44737219,40.517090336],[29.447230951,40.51715641]]]]}"
bursa_park.513,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.450816711,40.519429779],[29.451115138,40.519369166],[29.451218995,40.519407833],[29.451261649,40.519287155],[29.451053704,40.51924435],[29.450815796,40.519286627],[29.450816711,40.519429779]]]]}"
bursa_park.514,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.037677392,40.199587124],[29.037718013,40.199573805],[29.038303955,40.199002235],[29.038518825,40.198789653],[29.038682725,40.19850908],[29.038671004,40.198375331],[29.038707189,40.198184097],[29.038825256,40.19804528],[29.038670734,40.19799951],[29.038370762,40.198309885],[29.038000052,40.198621529],[29.03780572,40.198783872],[29.037431138,40.198985883],[29.037147856,40.19912937],[29.037223136,40.199265365],[29.037239002,40.199384062],[29.037380086,40.199400959],[29.037331135,40.199537561],[29.037190655,40.199521337],[29.037229661,40.199571049],[29.03727523,40.199593488],[29.037398826,40.199557548],[29.037473303,40.199551082],[29.037547238,40.199577162],[29.037677392,40.199587124]]]]}"
bursa_park.515,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.873160973,40.380015039],[28.873129911,40.380012079],[28.872809272,40.380194244],[28.872620907,40.380301258],[28.872750322,40.38045102],[28.872757604,40.380448401],[28.873174922,40.380063875],[28.873175128,40.38002832],[28.873160973,40.380015039]]]]}"
bursa_park.516,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.873839188,40.380633735],[28.87390668,40.380553691],[28.873995926,40.380472856],[28.873987061,40.380440227],[28.873601093,40.380294033],[28.873581422,40.380309766],[28.873676941,40.380442039],[28.873839188,40.380633735]]]]}"
bursa_park.517,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.932691286,40.28144647],[28.93293253,40.281418527],[28.933117663,40.281339728],[28.933257128,40.281219083],[28.933598008,40.28073162],[28.933701841,40.280570032],[28.933780243,40.280448013],[28.933870789,40.280192828],[28.933847967,40.27993912],[28.933682054,40.279692919],[28.933798943,40.279251676],[28.933971911,40.279099623],[28.934103648,40.279058872],[28.934254009,40.279067552],[28.934459781,40.279066655],[28.934633627,40.279054748],[28.934745773,40.279041102],[28.934834989,40.279027696],[28.934903709,40.279039134],[28.93497298,40.279067869],[28.935171509,40.279108959],[28.935300579,40.279155713],[28.935383773,40.279196372],[28.935468337,40.279254604],[28.935599145,40.279393047],[28.935817023,40.279782367],[28.935993199,40.280124476],[28.936095624,40.280265989],[28.936181478,40.280369619],[28.936244263,40.280422246],[28.936362928,40.280488688],[28.936437564,40.280530478],[28.936474509,40.280495767],[28.936478699,40.28022945],[28.936479794,40.280214121],[28.936482591,40.280198919],[28.936487066,40.280183956],[28.936493191,40.280169338],[28.936500919,40.280155173],[28.936510193,40.280141563],[28.936520947,40.280128608],[28.936533103,40.280116401],[28.936832558,40.279840881],[28.936845052,40.279826893],[28.936853902,40.279811359],[28.936858796,40.279794831],[28.936859558,40.279777894],[28.936856164,40.279761146],[28.936848732,40.279745182],[28.936837526,40.279730568],[28.936828451,40.279721844],[28.93489597,40.278323854],[28.934876315,40.278311381],[28.93483498,40.278288452],[28.934813377,40.278278039],[28.934791204,40.278268355],[28.934768503,40.278259418],[28.934745316,40.278251243],[28.932431368,40.277481594],[28.930629133,40.276993269],[28.930612418,40.276987585],[28.930597057,40.276979983],[28.93058342,40.276970648],[28.930571839,40.276959806],[28.930562593,40.27694772],[28.930555907,40.276934682],[28.930551941,40.276921007],[28.93055082,40.276901307],[28.930555667,40.276659363],[28.930557431,40.276568411],[28.93012293,40.276561974],[28.927843603,40.276519715],[28.927849487,40.276528271],[28.927951394,40.276678882],[28.927961461,40.276701777],[28.9279628,40.276722726],[28.927955857,40.276782682],[28.927948881,40.276912455],[28.927942367,40.276974981],[28.927952488,40.277068171],[28.92798196,40.277156218],[28.927989308,40.277176341],[28.928036436,40.277263156],[28.928104449,40.277381665],[28.92811477,40.277391477],[28.928167224,40.277431379],[28.928216072,40.277463593],[28.92825587,40.277485223],[28.928353537,40.277526228],[28.92837605,40.277534605],[28.928480528,40.277556789],[28.928540282,40.277561791],[28.928611122,40.277569065],[28.928629073,40.277572185],[28.928791597,40.277569098],[28.928988089,40.277570349],[28.929022671,40.277573821],[28.929381448,40.277590046],[28.929476182,40.277595669],[28.929511669,40.277595466],[28.929527786,40.277593409],[28.929535695,40.277589916],[28.929563078,40.277547385],[28.930133996,40.277623087],[28.93061332,40.277915506],[28.930819917,40.278257544],[28.930927366,40.278549586],[28.930900809,40.278854619],[28.930873202,40.278950179],[28.930776375,40.279140736],[28.930585285,40.279366442],[28.930486556,40.279478365],[28.930289109,40.279702211],[28.930226496,40.279892634],[28.930272102,40.28007253],[28.930264522,40.280314701],[28.930374178,40.280571193],[28.930441362,40.280709955],[28.930546131,40.280806559],[28.930729189,40.280904337],[28.931235563,40.281021744],[28.931410775,40.281062373],[28.931933514,40.281198046],[28.932538419,40.281424887],[28.932691286,40.28144647]]]]}"
bursa_park.518,PARK,AHMET YESEVI PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.943845256,40.269546805],[28.943806013,40.269490983],[28.943124228,40.269299213],[28.942997371,40.269281942],[28.942888319,40.269387011],[28.94283663,40.269476718],[28.942862759,40.269527566],[28.943737521,40.269806974],[28.943770029,40.269795474],[28.943845256,40.269546805]]]]}"
bursa_park.519,PARK,KONDÜSYON PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.950362507,40.286587672],[28.950395819,40.286550351],[28.949463819,40.286137795],[28.949385286,40.286159377],[28.949287929,40.28633964],[28.949806962,40.286526893],[28.949881937,40.286382656],[28.950078905,40.286463869],[28.950362507,40.286587672]]]]}"
bursa_park.520,PARK,BALAT PIKNIK ALANI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.934307758,40.269908677],[28.934081305,40.269701064],[28.933959202,40.269590606],[28.932812433,40.269531568],[28.932551306,40.269436883],[28.931249918,40.268966988],[28.931205007,40.268950768],[28.930690013,40.268769075],[28.93013828,40.268546677],[28.929648859,40.268349402],[28.929454922,40.268242967],[28.929184935,40.26798688],[28.929173231,40.267970932],[28.92913499,40.267918789],[28.928782585,40.267581611],[28.928814193,40.267440972],[28.929034773,40.266849297],[28.929126332,40.266485071],[28.929026919,40.266461836],[28.928835804,40.266452583],[28.928736483,40.266419812],[28.928656797,40.266360702],[28.929000841,40.265732492],[28.928908273,40.265443035],[28.928949389,40.264675626],[28.928710094,40.264896741],[28.928498742,40.265119916],[28.928407487,40.265204081],[28.928248517,40.265309402],[28.92795533,40.265467979],[28.928079151,40.265554946],[28.928275935,40.265666543],[28.928346534,40.265729333],[28.92844085,40.265913104],[28.928340365,40.266097862],[28.928096503,40.267033717],[28.927999073,40.267380742],[28.927918827,40.267489592],[28.927563058,40.267797607],[28.927368716,40.267680673],[28.927138898,40.267515953],[28.927017969,40.267703419],[28.926910698,40.267934022],[28.92670794,40.268222381],[28.926781026,40.268499718],[28.926800957,40.268750024],[28.926816189,40.268974838],[28.926866588,40.269393455],[28.926796197,40.269808215],[28.926806389,40.270455274],[28.926983288,40.272430479],[28.927062936,40.272769005],[28.927114948,40.273158188],[28.927166174,40.273462781],[28.927335979,40.273408226],[28.927772176,40.273268077],[28.9284325,40.273100934],[28.928721808,40.27301284],[28.930198223,40.272458899],[28.93098403,40.272144162],[28.932369046,40.271655421],[28.93297416,40.271434403],[28.933553982,40.271200343],[28.933835208,40.271077967],[28.934176902,40.270929565],[28.934253399,40.270723678],[28.934271061,40.270676143],[28.934413069,40.270379731],[28.934382788,40.270035793],[28.934307758,40.269908677]]]]}"
bursa_park.521,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.937574068,40.256523499],[28.937251162,40.25528826],[28.936952653,40.255292461],[28.936927851,40.255292809],[28.935454226,40.255313526],[28.935391028,40.25535925],[28.935355312,40.255719781],[28.935347065,40.256244452],[28.935330223,40.256496301],[28.935313353,40.25674471],[28.935282377,40.257074198],[28.935136381,40.258192913],[28.935183851,40.258278666],[28.936177827,40.258360418],[28.938336934,40.258539939],[28.938095526,40.257639537],[28.937787365,40.256490211],[28.937574068,40.256523499]]]]}"
bursa_park.522,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.940750764,40.270061407],[28.940885547,40.269854934],[28.940834339,40.269832711],[28.940781694,40.269913358],[28.940699763,40.269877801],[28.940648555,40.269855578],[28.9407012,40.269774931],[28.940319509,40.269609284],[28.940247813,40.26972656],[28.940750764,40.270061407]]]]}"
bursa_park.523,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.935464273,40.273939277],[28.935587273,40.274120211],[28.936556379,40.274146665],[28.936621822,40.274148451],[28.936663421,40.274109712],[28.936663655,40.274059553],[28.936632749,40.27401533],[28.93642187,40.273970012],[28.935795874,40.273948906],[28.935464273,40.273939277]]]]}"
bursa_park.524,PARK,BALAT MEYDANI ÇOCUK OYUNU VE DINLENME PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.937189182,40.265679503],[28.937325492,40.265739958],[28.93722818,40.265868718],[28.937396262,40.265943263],[28.937298951,40.266072024],[28.9371907,40.266313212],[28.937662113,40.266339469],[28.937651556,40.266100365],[28.937685887,40.265916492],[28.937828223,40.26576612],[28.937262855,40.265539845],[28.937189182,40.265679503]]]]}"
bursa_park.525,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.055403973,40.286810667],[29.058114888,40.286512708],[29.057900724,40.286293324],[29.057775012,40.286121602],[29.05774776,40.286078706],[29.057340406,40.286135131],[29.056961549,40.286144846],[29.056778252,40.286109212],[29.056617884,40.286026823],[29.056585895,40.285924143],[29.055499266,40.285966487],[29.055476101,40.28603031],[29.055328563,40.28662655],[29.055403973,40.286810667]]]]}"
bursa_park.526,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.099788333,40.27449331],[29.099876745,40.27443293],[29.099887952,40.274420254],[29.099892106,40.274407686],[29.099889525,40.274395638],[29.09988387,40.274385286],[29.099728122,40.274254927],[29.099705216,40.274244062],[29.099686736,40.274240493],[29.09966385,40.274240315],[29.099561876,40.274303543],[29.099788333,40.27449331]]]]}"
bursa_park.527,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.098938968,40.275082243],[29.098965016,40.275063995],[29.099115435,40.274958616],[29.099150564,40.274940996],[29.099174874,40.274928803],[29.099265464,40.274864805],[29.099136936,40.27476151],[29.099136933,40.274761513],[29.099053401,40.274817209],[29.098948876,40.274733546],[29.098750611,40.274870677],[29.098750608,40.274870675],[29.098731407,40.274883958],[29.098731409,40.274883961],[29.098777221,40.274925067],[29.098724857,40.274961293],[29.098724853,40.274961295],[29.098769041,40.275000946],[29.098859667,40.275082267],[29.098859663,40.27508227],[29.098867309,40.275086794],[29.098875818,40.275090296],[29.098884961,40.275092684],[29.098894492,40.275093893],[29.098904153,40.27509389],[29.098913681,40.275092674],[29.098922823,40.27509028],[29.098931328,40.275086772],[29.098938968,40.275082243]]]]}"
bursa_park.528,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.100591799,40.26896758],[29.100525,40.269003117],[29.100700585,40.269196558],[29.10087,40.269085632],[29.100591799,40.26896758]]]]}"
