gml_id,tur,ad,geojson
bursa_park.927,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.014485997,40.206431359],[29.014441749,40.206370916],[29.014359014,40.206257899],[29.014095707,40.206313507],[29.014125264,40.206384362],[29.014197778,40.206517313],[29.014259118,40.206498177],[29.014389364,40.206459819],[29.014485991,40.206431362],[29.014485997,40.206431359]]]]}"
bursa_park.928,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.051505295,40.197892517],[29.052630921,40.197743839],[29.055630598,40.197222112],[29.055375905,40.196336663],[29.054985776,40.196393224],[29.054950046,40.196162488],[29.053049575,40.196437146],[29.050975317,40.196808499],[29.051471121,40.197550838],[29.051505295,40.197892517]]]]}"
bursa_park.929,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.123453847,40.179218462],[29.123606079,40.17934065],[29.123737453,40.179293612],[29.12372817,40.17926888],[29.124101078,40.179187845],[29.124000019,40.178978715],[29.123626541,40.179084899],[29.123453847,40.179218462]]]]}"
bursa_park.930,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.124255385,40.179542985],[29.124232016,40.179549098],[29.124232015,40.179549098],[29.12397086,40.179617407],[29.123661879,40.179698224],[29.123767055,40.179739797],[29.124281715,40.179605385],[29.124255385,40.179542985]]]]}"
bursa_park.931,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.11677312,40.172939476],[29.117249597,40.17307004],[29.117444343,40.173135706],[29.117561619,40.173188175],[29.117691546,40.173218388],[29.117975908,40.173249783],[29.118014717,40.173254068],[29.118041302,40.173249626],[29.118062819,40.173236851],[29.118071639,40.173222351],[29.118071847,40.173206351],[29.118063567,40.173191664],[29.118044944,40.173175368],[29.117891627,40.173041205],[29.117638629,40.17292172],[29.117604617,40.172896294],[29.117580956,40.172864705],[29.117444646,40.172731229],[29.117372914,40.172668867],[29.117278899,40.172579362],[29.117250774,40.172567546],[29.117193263,40.172754226],[29.116910796,40.172683399],[29.11677312,40.172939476]]]]}"
bursa_park.932,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.116468554,40.173689563],[29.116468553,40.173689564],[29.116464361,40.17369778],[29.116725052,40.173774425],[29.11692562,40.173833383],[29.116932735,40.173819686],[29.117032835,40.173626993],[29.116939461,40.173598787],[29.116571579,40.173487654],[29.116468554,40.173689563]]]]}"
bursa_park.933,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.117191724,40.173312968],[29.116994099,40.173256281],[29.116981081,40.173252547],[29.116755572,40.17318786],[29.116746801,40.173206101],[29.116657546,40.173391744],[29.117087384,40.173519524],[29.11718311,40.173330031],[29.117191724,40.173312968]]]]}"
bursa_park.934,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.125133549,40.189314867],[29.125130372,40.189345932],[29.125170124,40.189380781],[29.125227966,40.189394048],[29.125305003,40.189375771],[29.125267608,40.189283062],[29.125133549,40.189314867]]]]}"
bursa_park.935,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.127084444,40.183441736],[29.127091993,40.183446272],[29.127103758,40.183448035],[29.127117751,40.183446256],[29.127655645,40.183285001],[29.127666135,40.183274914],[29.12767046,40.183262445],[29.127671008,40.18324955],[29.127515013,40.182904725],[29.127504843,40.182893508],[29.127494961,40.182889623],[29.127477754,40.182890959],[29.126928899,40.183047389],[29.126915007,40.183050617],[29.126907632,40.183060208],[29.126904943,40.183071149],[29.127084444,40.183441736]]]]}"
bursa_park.936,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.125359656,40.182694386],[29.12534992,40.182695984],[29.125558945,40.183261416],[29.125567864,40.183269152],[29.125580703,40.183272265],[29.125589995,40.183271864],[29.125912721,40.183183094],[29.125923118,40.183172283],[29.125926752,40.183161254],[29.125923583,40.183145124],[29.125705985,40.182598904],[29.125359656,40.182694386]]]]}"
bursa_park.937,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.144649678,40.18283795],[29.144583432,40.182838852],[29.144161163,40.182844599],[29.14409054,40.18284556],[29.144054153,40.182911958],[29.144037801,40.182942429],[29.14401694,40.182981304],[29.143981969,40.183046471],[29.14404229,40.183044107],[29.144139348,40.183040303],[29.144303404,40.183033873],[29.144364116,40.183031494],[29.144432569,40.183028811],[29.144461174,40.18302769],[29.144482312,40.183026861],[29.144529628,40.183025007],[29.144543772,40.183024452],[29.144553321,40.183007638],[29.144587856,40.18294682],[29.144608222,40.182910957],[29.144630111,40.182872409],[29.144649678,40.18283795]]]]}"
bursa_park.991,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.502565001,40.077229453],[29.502386084,40.077248371],[29.502260158,40.077261686],[29.502291616,40.077349799],[29.502334645,40.077470321],[29.502350001,40.07752743],[29.502474606,40.077509333],[29.502624297,40.077489907],[29.502565001,40.077229453]]]]}"
bursa_park.938,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.14323197,40.183198904],[29.143174527,40.183196578],[29.143179577,40.183181658],[29.143187047,40.183159589],[29.143044643,40.183165978],[29.143039087,40.183208985],[29.143022499,40.183337409],[29.143051773,40.183338709],[29.143076239,40.183339795],[29.143148863,40.18334302],[29.143197212,40.183345167],[29.143257116,40.183347826],[29.143272871,40.183225843],[29.143276121,40.183200691],[29.143276115,40.183200691],[29.14323197,40.183198904]]]]}"
bursa_park.939,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.13751983,40.190939356],[29.137996642,40.190842179],[29.138025615,40.190647469],[29.137538401,40.19057827],[29.13751983,40.190939356]]]]}"
bursa_park.940,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.124004347,40.180568766],[29.124334357,40.180479638],[29.124671047,40.180388706],[29.124551364,40.180125595],[29.124019644,40.180272074],[29.123933952,40.180404885],[29.124004347,40.180568766]]]]}"
bursa_park.941,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.12558863,40.18020071],[29.125632061,40.180313764],[29.125813332,40.180723089],[29.125864128,40.180709885],[29.12582946,40.180633354],[29.125628744,40.180190263],[29.12558863,40.18020071]]]]}"
bursa_park.942,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.122194091,40.185319338],[29.122181149,40.18532498],[29.12226402,40.185638054],[29.122301824,40.185765063],[29.122348835,40.186119605],[29.122473918,40.186106004],[29.122573068,40.186245278],[29.122618347,40.186242395],[29.122524234,40.185940443],[29.122354878,40.185461526],[29.122277173,40.185304801],[29.122194091,40.185319338]]]]}"
bursa_park.943,PARK,GÜMÜŞ ÇOCUK PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.002485111,40.206645893],[29.002514182,40.206658702],[29.002631824,40.206710535],[29.002616885,40.206351514],[29.002577874,40.206266149],[29.002276666,40.206475657],[29.002360068,40.206518909],[29.002311082,40.206569214],[29.00231108,40.206569216],[29.002485111,40.206645893]]]]}"
bursa_park.944,PARK,DUTLU BAHÇE PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.070071346,40.191065104],[29.070081537,40.191062464],[29.070092134,40.191061045],[29.070102887,40.191060879],[29.07011355,40.191061971],[29.07012387,40.191064295],[29.07013766,40.191064082],[29.070172916,40.191063539],[29.070193237,40.191063226],[29.070202128,40.191063089],[29.07024145,40.191062483],[29.070266595,40.191062096],[29.07030998,40.191061426],[29.070331075,40.191061103],[29.070352803,40.191060767],[29.070252638,40.190895457],[29.070206713,40.190897881],[29.069955626,40.190967946],[29.069977578,40.191002001],[29.069977826,40.191005335],[29.069981839,40.191066483],[29.070008724,40.191066069],[29.070035843,40.191065651],[29.070071346,40.191065104]]]]}"
bursa_park.945,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.069147662,40.189624541],[29.068932026,40.189638995],[29.068932022,40.189638995],[29.068674988,40.189656223],[29.069042827,40.189944618],[29.069050828,40.189890163],[29.06914703,40.189873925],[29.069147031,40.189873924],[29.069173639,40.189869432],[29.069177207,40.189864069],[29.069181889,40.189859236],[29.069187556,40.189855069],[29.069194049,40.189851685],[29.069201186,40.189849176],[29.069181824,40.189848956],[29.069152485,40.189848622],[29.069123134,40.189848288],[29.069093794,40.189847954],[29.069064432,40.189847619],[29.069035092,40.189847285],[29.069005741,40.189846951],[29.068976402,40.189846618],[29.068947051,40.189846284],[29.068923568,40.189846015],[29.06892255,40.189845935],[29.068921566,40.189845721],[29.068920646,40.189845379],[29.068919816,40.189844919],[29.068919104,40.189844356],[29.068918529,40.189843706],[29.06891811,40.189842991],[29.06891786,40.18984223],[29.068917786,40.189841447],[29.068918403,40.189809944],[29.068918286,40.189808534],[29.068917882,40.189807155],[29.068917201,40.189805841],[29.068916262,40.189804626],[29.068915086,40.189803538],[29.068913703,40.189802605],[29.068912147,40.189801848],[29.068910454,40.189801288],[29.068908669,40.189800939],[29.068906835,40.189800807],[29.068867022,40.189800351],[29.068866105,40.189800286],[29.068865212,40.189800111],[29.068864366,40.189799831],[29.068863588,40.189799453],[29.068862897,40.189798986],[29.068862309,40.189798442],[29.068861838,40.189797834],[29.068861498,40.189797178],[29.068861296,40.189796488],[29.068861238,40.189795783],[29.068861929,40.189759785],[29.068862015,40.189759082],[29.068862242,40.189758397],[29.068862607,40.189757748],[29.0688631,40.189757151],[29.068863709,40.18975662],[29.068864417,40.18975617],[29.06886521,40.189755809],[29.068866066,40.189755549],[29.068866965,40.189755393],[29.068867884,40.189755348],[29.068875289,40.18975543],[29.068876209,40.189755386],[29.068877108,40.189755232],[29.068877964,40.189754971],[29.068878758,40.189754611],[29.068879467,40.18975416],[29.068880076,40.18975363],[29.06888057,40.189753032],[29.068880935,40.189752384],[29.068881164,40.189751699],[29.06888125,40.189750995],[29.068881948,40.189714979],[29.068882052,40.189714198],[29.068882332,40.189713444],[29.068882778,40.189712738],[29.068883377,40.189712102],[29.06888411,40.189711556],[29.068884957,40.189711115],[29.06888589,40.189710794],[29.068886883,40.189710602],[29.068887903,40.189710545],[29.068911387,40.189710811],[29.068940738,40.189711143],[29.068970089,40.189711475],[29.06899944,40.189711808],[29.069028779,40.189712139],[29.069058142,40.189712472],[29.069087481,40.189712804],[29.069116844,40.189713137],[29.069146183,40.189713469],[29.069175546,40.189713801],[29.069204885,40.189714133],[29.069228377,40.189714399],[29.069229294,40.189714465],[29.069230186,40.189714641],[29.069231033,40.18971492],[29.069231811,40.189715298],[29.069232502,40.189715765],[29.06923309,40.189716309],[29.069233559,40.189716917],[29.069233899,40.189717575],[29.069234101,40.189718263],[29.06923416,40.189718969],[29.069233545,40.189750493],[29.069233694,40.189752058],[29.069234195,40.18975358],[29.069235032,40.189755011],[29.069236182,40.18975631],[29.069237607,40.189757436],[29.069239266,40.189758355],[29.069241107,40.189759039],[29.069243076,40.189759468],[29.069245111,40.189759627],[29.069270729,40.18975992],[29.069273819,40.189759799],[29.06927686,40.189759368],[29.069279802,40.189758633],[29.069234193,40.18967111],[29.069227705,40.189661931],[29.069218821,40.189654273],[29.069191896,40.189635826],[29.069184259,40.189631394],[29.069175784,40.189627973],[29.069166696,40.189625655],[29.069157239,40.189624501],[29.069147662,40.189624541]]]]}"
bursa_park.946,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.067784597,40.18980951],[29.067828052,40.189873818],[29.067839932,40.189896087],[29.067871984,40.189956163],[29.067819806,40.189973274],[29.067786081,40.189987397],[29.067746193,40.190006834],[29.067668541,40.190044676],[29.067616198,40.190070955],[29.067572752,40.1900529],[29.067571776,40.190052137],[29.067547645,40.190043691],[29.067553281,40.190046016],[29.067556335,40.190047518],[29.06755905,40.190049363],[29.067561362,40.190051506],[29.067563218,40.190053897],[29.067564569,40.190056479],[29.067565387,40.190059189],[29.067565651,40.190061964],[29.067552663,40.190153068],[29.067532772,40.190136512],[29.067512875,40.190119951],[29.067492989,40.190103399],[29.067473098,40.190086843],[29.067453206,40.190070286],[29.067433315,40.19005373],[29.067413424,40.190037173],[29.067393539,40.190020621],[29.067373641,40.19000406],[29.067360725,40.18999331],[29.067348349,40.189991329],[29.067313094,40.189985688],[29.067299338,40.189995389],[29.067297717,40.189996348],[29.067295905,40.189997075],[29.067293955,40.189997551],[29.067291927,40.189997759],[29.067289882,40.189997695],[29.067287883,40.189997359],[29.06728599,40.189996762],[29.067284262,40.189995922],[29.06728275,40.189994865],[29.067261875,40.189977491],[29.067242392,40.189974373],[29.067226601,40.189971845],[29.067130119,40.190038915],[29.067125477,40.190041768],[29.067423558,40.190288389],[29.066794576,40.190742831],[29.066757948,40.190711413],[29.066628594,40.190811619],[29.066580059,40.190847006],[29.066612739,40.190873448],[29.0666812,40.190930644],[29.067523475,40.190318299],[29.067551759,40.190339104],[29.067662033,40.190334688],[29.067797274,40.190234872],[29.067793177,40.190180761],[29.06776412,40.19016231],[29.067756205,40.190157283],[29.068347977,40.189727607],[29.068369686,40.18968406],[29.068336395,40.18966788],[29.068002055,40.18969732],[29.067924391,40.189716281],[29.067851249,40.189757441],[29.06784399,40.189750061],[29.067803154,40.189773806],[29.067793693,40.189780834],[29.067787147,40.189789601],[29.067784034,40.189799417],[29.067784597,40.18980951]]]]}"
bursa_park.947,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.115950167,40.18240738],[29.115949334,40.1824264],[29.11596827,40.182556459],[29.115972956,40.182687277],[29.115990819,40.182689291],[29.116311489,40.182725453],[29.116292629,40.182672632],[29.116230249,40.182608636],[29.116012739,40.182385485],[29.115990321,40.182376226],[29.115973096,40.182379026],[29.115956112,40.182392675],[29.115950167,40.18240738]]]]}"
bursa_park.948,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.117340156,40.176594473],[29.117663479,40.176588976],[29.117663481,40.176588976],[29.117808877,40.176586503],[29.11786085,40.176585619],[29.11785842,40.176387866],[29.117858304,40.176387867],[29.117858406,40.176387192],[29.117858412,40.176387192],[29.117858055,40.176358129],[29.117349558,40.176370274],[29.117340156,40.176594473]]]]}"
bursa_park.949,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.118427555,40.176479921],[29.118355658,40.176475687],[29.118355657,40.176475687],[29.117941764,40.176482061],[29.117942405,40.176534258],[29.117942405,40.176534261],[29.117944663,40.176717837],[29.118027695,40.176716523],[29.118414137,40.176715726],[29.118484237,40.17665668],[29.118489349,40.176524752],[29.118475055,40.176497923],[29.118427555,40.176479921]]]]}"
bursa_park.951,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.924982792,40.259083319],[28.924987151,40.259083768],[28.925702721,40.259101569],[28.926255818,40.259112535],[28.926261057,40.259112245],[28.92626612,40.259111174],[28.926270814,40.259109367],[28.926274955,40.259106892],[28.926278386,40.259103844],[28.926280973,40.259100342],[28.926282618,40.25909652],[28.926283256,40.259092525],[28.92628412,40.259064223],[28.926283599,40.259059024],[28.92628174,40.259054008],[28.926274074,40.259007529],[28.926269811,40.259003463],[28.926264581,40.259000127],[28.926215462,40.25900141],[28.926208949,40.258999899],[28.926030228,40.258993567],[28.925512785,40.258988763],[28.925204475,40.258953333],[28.924998962,40.258936832],[28.924991249,40.25893648],[28.924983607,40.258937347],[28.92497706,40.258940492],[28.924971496,40.258944598],[28.924967148,40.258949492],[28.924973076,40.259008396],[28.924971657,40.259014214],[28.924966172,40.259065753],[28.924966259,40.259069121],[28.924967229,40.259072407],[28.924969041,40.259075477],[28.924971622,40.259078204],[28.924974866,40.25908048],[28.924978641,40.259082208],[28.924982792,40.259083319]]]]}"
bursa_park.952,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.92473021,40.257094402],[28.924840894,40.257254312],[28.924847007,40.257262332],[28.924855284,40.257269115],[28.924865315,40.257274326],[28.924876604,40.257277707],[28.92488859,40.257279089],[28.924900677,40.257278404],[28.924912267,40.257275687],[28.924922783,40.257271071],[28.924984522,40.257236451],[28.925024755,40.257211003],[28.925061079,40.257146822],[28.92482257,40.257064375],[28.924811549,40.257066914],[28.924731911,40.257085682],[28.92473021,40.257094402]]]]}"
bursa_park.953,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.117948643,40.176284775],[29.118346385,40.176287805],[29.118368882,40.176292034],[29.118381352,40.176300497],[29.118390804,40.176315373],[29.118401237,40.176456982],[29.118409532,40.176464125],[29.118427079,40.176469086],[29.11844578,40.176468947],[29.118464121,40.176466145],[29.118471624,40.176461747],[29.118478667,40.176454444],[29.118502985,40.176188155],[29.11850044,40.176178941],[29.118488371,40.176177199],[29.117939951,40.176178764],[29.117931471,40.17618132],[29.117927959,40.176187769],[29.117927436,40.176276588],[29.117930941,40.17628087],[29.117936558,40.176283517],[29.117942218,40.176284635],[29.117948643,40.176284775]]]]}"
bursa_park.954,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.115541842,40.174775451],[29.114991447,40.17461127],[29.114991444,40.174611269],[29.114666239,40.174514259],[29.114637034,40.174570005],[29.115303016,40.174766433],[29.115398976,40.174794736],[29.11552307,40.174831336],[29.115550751,40.174778109],[29.115541842,40.174775451]]]]}"
bursa_park.955,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.115538993,40.174273047],[29.115633938,40.174301577],[29.115633939,40.174301577],[29.115777282,40.174344649],[29.115803796,40.174294484],[29.115585525,40.174229294],[29.115585522,40.174229293],[29.115199932,40.174114132],[29.115199929,40.174114132],[29.115153527,40.174100273],[29.114910125,40.174027576],[29.114883024,40.174075936],[29.114958883,40.17409873],[29.115005246,40.174112662],[29.115391322,40.174228674],[29.115538993,40.174273047]]]]}"
bursa_park.992,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.114562857,40.174009548],[29.114278977,40.173924213],[29.114137261,40.173881612],[29.114041962,40.174077283],[29.114035787,40.174089961],[29.114275217,40.174161981],[29.114460577,40.17421772],[29.114469524,40.174199508],[29.114562857,40.174009548]]]]}"
bursa_park.956,PARK,PALMIYE PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.094396339,40.206014227],[29.094389652,40.206000948],[29.094195915,40.206060958],[29.094183899,40.206071424],[29.094163024,40.206095478],[29.094156665,40.206132034],[29.094172956,40.206176653],[29.094347832,40.206350196],[29.094369061,40.206348408],[29.094668336,40.2063232],[29.094852251,40.206324486],[29.094873172,40.206402519],[29.095016881,40.206379868],[29.094918062,40.206122081],[29.094616901,40.206163091],[29.094510651,40.206134663],[29.094396339,40.206014227]]]]}"
bursa_park.957,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.078387182,40.187655571],[29.0783836,40.187663995],[29.078381861,40.187672756],[29.078382013,40.187681615],[29.078384051,40.187690338],[29.07838792,40.187698687],[29.078393517,40.187706439],[29.07840069,40.187713385],[29.078409246,40.187719339],[29.078418958,40.18772414],[29.07842956,40.187727659],[29.078440771,40.187729801],[29.078452288,40.187730509],[29.0784638,40.187729764],[29.078475,40.187727586],[29.078485584,40.187724033],[29.078495268,40.187719202],[29.078646553,40.187629371],[29.07847419,40.187496556],[29.078387182,40.187655571]]]]}"
bursa_park.958,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.076049907,40.185870504],[29.075756485,40.186081711],[29.075731723,40.186134003],[29.075728104,40.186203705],[29.075743052,40.186283809],[29.075760414,40.186326724],[29.076463244,40.18709327],[29.077581581,40.188090078],[29.077603568,40.188097165],[29.077671586,40.188101055],[29.077774152,40.188083121],[29.077862932,40.188039838],[29.077913405,40.188006296],[29.077086437,40.187357153],[29.076691143,40.187018423],[29.076530262,40.186810768],[29.076542927,40.186739088],[29.076140039,40.186271089],[29.076369023,40.186155132],[29.076049907,40.185870504]]]]}"
bursa_park.959,PARK,SOMUNCU BABA PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.078033488,40.188210718],[29.078014442,40.18823569],[29.077989502,40.18830112],[29.077994753,40.188406783],[29.078011637,40.188442808],[29.078611653,40.188848502],[29.078718098,40.188772474],[29.078253222,40.188389634],[29.078450357,40.188259345],[29.078241355,40.188073337],[29.078033488,40.188210718]]]]}"
bursa_park.960,PARK,AKDENIZ ÇOCUK PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.051602048,40.20568066],[29.051576035,40.205688961],[29.051677548,40.205970775],[29.052034696,40.205828952],[29.052003518,40.205676853],[29.051984426,40.205453898],[29.051694103,40.205579239],[29.051730108,40.205650488],[29.051602048,40.20568066]]]]}"
bursa_park.961,PARK,ALTINOVA PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.063887253,40.223021363],[29.064696848,40.223224214],[29.065157929,40.22327915],[29.065265339,40.223156259],[29.065287426,40.222763827],[29.065312789,40.222537853],[29.064707294,40.222464681],[29.064306361,40.222487046],[29.064126975,40.222583748],[29.064001051,40.222838781],[29.063887253,40.223021363]]]]}"
bursa_park.962,PARK,AHMET TURELER ÇOCUK PARKI,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.066996069,40.203720562],[29.067151233,40.20372552],[29.067149499,40.203807987],[29.067209271,40.20380986],[29.06720827,40.203618475],[29.067175383,40.203594114],[29.067003913,40.203589025],[29.066996069,40.203720562]]]]}"
bursa_park.963,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.077192402,40.181589787],[29.077124517,40.181611279],[29.077099724,40.181619127],[29.07704012,40.181641077],[29.077051005,40.181680355],[29.07707333,40.181760927],[29.077073475,40.181761182],[29.077073404,40.181761194],[29.077095193,40.181839825],[29.077089076,40.181855366],[29.077084544,40.181866883],[29.077266438,40.181838098],[29.077421588,40.181813546],[29.077599876,40.181780441],[29.077489549,40.181501038],[29.077463426,40.18150884],[29.077192402,40.181589787]]]]}"
bursa_park.964,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.075015536,40.182903343],[29.075019379,40.182896454],[29.074770569,40.182774679],[29.074421124,40.18320901],[29.07475673,40.183610932],[29.074869002,40.183627111],[29.07503512,40.183527452],[29.075137878,40.183368433],[29.074780002,40.183202884],[29.075015536,40.182903343]]]]}"
bursa_park.965,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.074852403,40.182684826],[29.075213143,40.182863873],[29.075256006,40.182874864],[29.075300863,40.182870638],[29.075371789,40.182816192],[29.075727751,40.182445407],[29.075723521,40.182427036],[29.075576772,40.182346783],[29.075513873,40.182139984],[29.074994397,40.182202795],[29.07492176,40.182416048],[29.075011116,40.182433953],[29.075038096,40.182613729],[29.074904509,40.182586678],[29.074852403,40.182684826]]]]}"
bursa_park.993,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.114320484,40.174411363],[29.114274393,40.174397847],[29.113753183,40.174244997],[29.113748618,40.174255715],[29.113956075,40.174370673],[29.114563443,40.174547964],[29.114591316,40.174490785],[29.114320484,40.174411363]]]]}"
bursa_park.966,PARK,İNEGÖL BOTANIK PARK,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.518876259,40.078666668],[29.51996784,40.078312366],[29.520510295,40.078136293],[29.520497722,40.078113444],[29.520484497,40.07808941],[29.520472197,40.078067057],[29.520463314,40.078050913],[29.520428907,40.077988382],[29.520398399,40.077932939],[29.5203945,40.077925852],[29.520386099,40.077910586],[29.520360092,40.077863321],[29.520325685,40.07780079],[29.520312301,40.077776469],[29.520300002,40.077754116],[29.520291278,40.077738259],[29.52025687,40.077675728],[29.520226205,40.077619998],[29.520222463,40.077613197],[29.520213905,40.077597645],[29.520188056,40.077550666],[29.520153649,40.077488135],[29.520140109,40.077463527],[29.520127809,40.077441174],[29.520119242,40.077425604],[29.520084835,40.077363073],[29.519983608,40.077179103],[29.519446905,40.077360335],[29.519179764,40.076867484],[29.517806765,40.077334896],[29.517787685,40.077389537],[29.518387541,40.078022205],[29.51884679,40.078622654],[29.518876259,40.078666668]]]]}"
bursa_park.967,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.495881678,40.078011924],[29.495845975,40.078261769],[29.495840149,40.078302537],[29.496230454,40.078339534],[29.496238396,40.078298966],[29.496287743,40.078046912],[29.496285101,40.078046684],[29.495881678,40.078011924]]]]}"
bursa_park.968,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.511850098,40.065876051],[29.511376501,40.065949985],[29.511412312,40.066094505],[29.511853806,40.066084876],[29.51189298,40.066059065],[29.511850098,40.065876051]]]]}"
bursa_park.969,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.511908826,40.065868972],[29.511986111,40.066303235],[29.512335861,40.066282727],[29.512357154,40.06621288],[29.512254764,40.065808818],[29.511908826,40.065868972]]]]}"
bursa_park.970,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.517454324,40.06477137],[29.517272545,40.064852824],[29.517243817,40.064864817],[29.517243791,40.065066191],[29.517369694,40.065082733],[29.517458272,40.065082196],[29.517519403,40.065046961],[29.51749063,40.064809344],[29.517454324,40.06477137]]]]}"
bursa_park.971,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.519034718,40.065713538],[29.518963509,40.065870356],[29.518993258,40.065906332],[29.519253624,40.065844043],[29.519279109,40.065811873],[29.519093513,40.065695513],[29.519034718,40.065713538]]]]}"
bursa_park.972,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.521854903,40.067011405],[29.521857589,40.06698477],[29.521842351,40.066971936],[29.521310856,40.066670148],[29.521278619,40.066676221],[29.521109261,40.066943229],[29.521580541,40.067180714],[29.521854903,40.067011405]]]]}"
bursa_park.973,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.18415178,40.201442891],[29.184144128,40.201442742],[29.184144128,40.201442747],[29.184144121,40.201442742],[29.184106102,40.201441997],[29.184106061,40.201442029],[29.184106047,40.201441996],[29.184076617,40.20144142],[29.184076615,40.201441461],[29.184076562,40.201441419],[29.184043876,40.20144078],[29.184079188,40.201525879],[29.184115013,40.201551984],[29.184289027,40.201591673],[29.184271514,40.201436169],[29.184267547,40.201436392],[29.184246031,40.2014376],[29.184246017,40.201437611],[29.184246016,40.201437601],[29.184206168,40.201439838],[29.184206169,40.201439852],[29.184206152,40.201439839],[29.184173528,40.20144167],[29.184173497,40.201441693],[29.184173495,40.201441673],[29.18415178,40.201442891]]]]}"
bursa_park.974,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.184200205,40.200765416],[29.184154442,40.200347954],[29.183976719,40.200359312],[29.184050606,40.20077436],[29.184200205,40.200765416]]]]}"
bursa_park.1037,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.034929601,40.201932731],[29.035216521,40.202266369],[29.03563635,40.201937029],[29.03570984,40.201877922],[29.035535742,40.201785697],[29.034891858,40.201886233],[29.034929601,40.201932731]]]]}"
bursa_park.975,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.183418445,40.200975634],[29.183406135,40.20097667],[29.18334677,40.200981669],[29.183346775,40.200981704],[29.183346735,40.200981672],[29.183312832,40.200984527],[29.183316809,40.201032475],[29.183410476,40.2010262],[29.183426953,40.201025099],[29.183457507,40.201023058],[29.183457502,40.201023019],[29.183457549,40.201023055],[29.183500536,40.201020183],[29.183500553,40.20102017],[29.183500558,40.201020182],[29.1835181,40.20101901],[29.183560476,40.201016179],[29.183496495,40.200857736],[29.183406515,40.200863766],[29.183408437,40.200881794],[29.183412283,40.20091785],[29.183416128,40.200953906],[29.183418445,40.200975634]]]]}"
bursa_park.994,PARK,,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.116219929,40.174384111],[29.116594903,40.17449632],[29.116687522,40.174316294],[29.116442408,40.174334726],[29.116219929,40.174384111]]]]}"
